side,scouted_opponent,level,name,uses,games,poss_with_points,points,ppp,team_ppp,fgm,fga,fg_pct,fg3m,fg3a,turnovers,fouls_drawn,top_player,top_player_uses,series,top_action,top_location,top_location_uses,situation,personnel_grouping_mode,shot_clock_mode,game_situation_mode,defense_type_mode,example_titles,game_codes,possession_side
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, Jake Quast, Kelton McEwen, Richie Warren",5,1,5,5.0,1.0,1.12,1,4,25.0,0,2,0,1,Collin Madson,2,SLOB,Ball Screen,,0,Half court,3G-2W,Organized offense (10-19 sec used),Trailing by 10+,Man-to-Man,ATO SLOB: M2M | TRAN:M2M PRESS | FLOW: BS- SWITCH- ICE:M2M PRES,WWW@STC,Offense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, Kelton McEwen, Mauryon Turner, Richie Warren",6,1,6,8.0,1.33,1.12,2,4,50.0,0,0,0,1,Brock Marino,2,BLOB,,,0,Half court,Base five (one big),Early clock (0-9 sec used),Leading by 10+,2-3 Zone,TRAN | BLOB-LINE: 2-3 ZONE | BLOB-LINE:2-3,EC@WWW,Offense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Darius Chestnut, Isaac Verges, JR Lukenbill, Kelton McEwen",1,1,1,0.0,0.0,1.12,0,0,,0,0,0,1,Brock Marino,1,Panther,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,Man-to-Man,PANTHER: M2M PRESS,EC@WWW,Offense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Darius Chestnut, Isaac Verges, JR Lukenbill, Luke Bara",6,1,6,10.0,1.67,1.12,4,5,80.0,2,2,1,0,Luke Bara,4,Cheetah,Ball Screen,Wing,1,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,Man-to-Man,FLOW: M2M D | UWW M2M D | TRAN,EC@WWW,Offense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Darius Chestnut, Isaac Verges, Luke Bara, Mauryon Turner",3,1,3,4.0,1.33,1.12,2,3,66.7,0,1,0,0,Luke Bara,2,Cheetah,,,0,Half court,Base five (one big),Early clock (0-9 sec used),Leading by 10+,Man-to-Man,FLOW: M2M D | TRAN | OVER- CHEETAH: M2M D- DROP,EC@WWW,Offense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Darius Chestnut, Jake Quast, Joey Berezowitz, Richie Warren",4,2,4,3.0,0.75,1.12,0,2,0.0,0,2,0,2,Jake Quast,3,5 Out,Down Screen,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,Man-to-Man,TRAN | 5 OUT- DS- CURL | 5 OUT- DHO-PASS 5- DS- M2M D,EC@WWW WWW@RIP,Offense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Darius Chestnut, Kelton McEwen, Mauryon Turner, Richie Warren",1,1,1,2.0,2.0,1.12,1,1,100.0,0,0,0,0,Brock Marino,1,5 Out,Down Screen,,0,Half court,Base five (one big),Early clock (0-9 sec used),Leading by 10+,Man-to-Man,5 OUT- DS: M2M,EC@WWW,Offense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Isaac Verges, JR Lukenbill, Kelton McEwen, Richie Warren",5,1,5,7.0,1.4,1.12,2,3,66.7,2,2,0,2,Brock Marino,3,5 Out,,,0,Half court,2G-3W,Early clock (0-9 sec used),Leading by 10+,Man-to-Man,Flow: M2M Press | 5 Out- M2M | Flow: M2M PRESS,WWW@STC,Offense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, JR Lukenbill, Jake Quast, Joey Berezowitz, Luke Bara",7,1,7,11.0,1.57,1.12,5,6,83.3,1,2,1,0,Brock Marino,3,BLOB,Ricky,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,Man-to-Man,TRAN | BLOB-LINE: M2M D | BLOB-LINE: 2-3 ZONE,EC@WWW,Offense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, Darius Chestnut, JR Lukenbill, Kelton McEwen, Richie Warren",4,1,4,6.0,1.5,1.12,1,2,50.0,0,0,0,2,Kelton Mcewen,2,5 Out,,,0,Half court,3G-2W,Early clock (0-9 sec used),Trailing by 10+,Man-to-Man,FLOW:M2M PRESS | 5 OUT: M2M | FLOW: M2M PRESS- SWITCH,WWW@STC,Offense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, Darius Chestnut, Jake Quast, Joey Berezowitz, Rashad Rogers",3,1,3,2.0,0.67,1.12,0,3,0.0,0,1,0,0,Collin Madson,1,5 Out,Down Screen,Wing,1,Half court,4G-1W,Early clock (0-9 sec used),,Man-to-Man,TRAN | 5 OUT- PASS 5-DS-PASS WING-BS: M2M D- ICE,EC@WWW,Offense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, Darius Chestnut, Jake Quast, Joey Berezowitz, Richie Warren",4,1,4,7.0,1.75,1.12,2,2,100.0,1,1,1,0,Collin Madson,1,BLOB,Flare,,0,BLOB,4G-1W,Early clock (0-9 sec used),,Man-to-Man,Blob: L : M2M | Tran | 5 Out-flairs- M2M,WWW@STC,Offense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara, Richie Warren",4,1,4,3.0,0.75,1.12,1,3,33.3,1,1,1,0,Jr Lukenbill,2,5 Out,Ricky,,0,Half court,3G-2W,Organized offense (10-19 sec used),,Man-to-Man,BLOB-LINE-RICKY: M2M | 5 OUT- M2M PRESS | OVER: M2M,WWW@STC,Offense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren",2,1,2,2.0,1.0,1.12,0,0,,0,0,1,1,Jake Quast,1,5 Out,Down Screen,,0,Half court,4G-1W,Early clock (0-9 sec used),,Man-to-Man,5 OUT- DS: M2M PRES | 5 OUT : M2M PRESS,WWW@STC,Offense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, JR Lukenbill, Jake Quast, Joey Berezowitz, Richie Warren",4,1,4,0.0,0.0,1.12,0,3,0.0,0,1,1,0,Richie Warren,2,,,,0,Half court,3G-2W,Early clock (0-9 sec used),,Man-to-Man,FLOW: M2M 1-2 PRESS | Flow: 1-2-2 M2M | FLOW: M2M PRESS,WWW@STC,Offense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, JR Lukenbill, Kelton McEwen, Luke Bara, Richie Warren",3,1,3,8.0,2.67,1.12,3,3,100.0,2,2,0,0,Collin Madson,2,,,,0,Half court,3G-2W,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,FLOW: M2M PRESS- SWITCH | FLOW: M2M PRESS- ICE | FLOW: M2M,WWW@STC,Offense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",4,1,4,5.0,1.25,1.12,1,1,100.0,1,1,2,1,Collin Madson,2,5 Out,,,0,Half court,4G-1W,Early clock (0-9 sec used),,Man-to-Man,5 Out- M2M- Press | 5 Out- M2M: Press | Tran,WWW@STC,Offense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, Jake Quast, Joey Berezowitz, Luke Bara, Richie Warren",1,1,1,0.0,0.0,1.12,0,0,,0,0,1,0,Luke Bara,1,5 Out,Flare,,0,Half court,4G-1W,Early clock (0-9 sec used),,Man-to-Man,5 OUT FLAIR; M2M SWITCH,WWW@STC,Offense
UWW,Aurora Spartans,Personnel grouping,"Darius Chestnut, JR Lukenbill, Jake Quast, Joey Berezowitz, Rashad Rogers",4,1,4,9.0,2.25,1.12,2,3,66.7,2,3,0,0,Jake Quast,2,Panther,,,0,Half court,3G-2W,Early clock (0-9 sec used),,Man-to-Man,FLOW: M2M D | TRAN: M2M D | OVER: M2M D,EC@WWW,Offense
UWW,Aurora Spartans,Personnel grouping,"Darius Chestnut, Jake Quast, Joey Berezowitz, Rashad Rogers, Richie Warren",9,1,9,15.0,1.67,1.12,6,8,75.0,3,4,1,0,Darius Chestnut,4,Panther,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,2-3 Zone,TRAN | FLOW: 2-3 ZONE | PANTHER: M2M,EC@WWW,Offense
UWW,Aurora Spartans,Personnel grouping,"Isaiah Robinson, Kelton McEwen, Rashad Rogers, Richie Warren, Trent Grunewald",2,1,2,2.0,1.0,1.12,0,1,0.0,0,1,0,1,Isaiah Robinson,1,5 Out,Down Screen,,0,Half court,3G-2W,Late clock (20+ sec used),Leading by 10+,Man-to-Man,5 OUT- PASS 5- DS: M2M | Richie Warren,EC@WWW,Offense
UWW,Aurora Spartans,Personnel grouping,"JR Lukenbill, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",3,1,3,4.0,1.33,1.12,2,2,100.0,0,0,1,0,Joey Berezowitz,1,,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,Man-to-Man,FLow- M2M Press | Tran: Flow: M2M: Drop | Tran,WWW@STC,Offense
UWW,Aurora Spartans,Personnel grouping type,2G-3W,9,1,9,11.0,1.22,1.12,2,5,40.0,2,2,0,4,Brock Marino,3,5 Out,Flare,,0,Half court,2G-3W,Early clock (0-9 sec used),Leading by 10+,Man-to-Man,Flow: M2M Press | 5 Out- M2M | Flow: M2M PRESS,WWW@STC,Offense
UWW,Aurora Spartans,Personnel grouping type,3G-2W,149,3,149,168.0,1.13,1.12,57,105,54.3,21,48,23,18,Collin Madson,24,5 Out,Curl,Right Side,2,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,Man-to-Man,TRAN | TRAN: M2M | Tran,EC@WWW WWW@RIP WWW@STC,Offense
UWW,Aurora Spartans,Personnel grouping type,4G-1W,32,3,32,34.0,1.06,1.12,6,19,31.6,5,12,7,3,Jake Quast,8,5 Out,Flare,Wing,1,Half court,4G-1W,Early clock (0-9 sec used),Leading by 10+,Man-to-Man,TRAN | Tran | Blob: L : M2M,EC@WWW WWW@RIP WWW@STC,Offense
UWW,Aurora Spartans,Personnel grouping type,Base five (one big),10,1,10,14.0,1.4,1.12,5,8,62.5,0,1,0,1,Brock Marino,3,BLOB,Down Screen,,0,Half court,Base five (one big),Early clock (0-9 sec used),Leading by 10+,Man-to-Man,TRAN | 5 OUT- DS: M2M | BLOB-LINE: 2-3 ZONE,EC@WWW,Offense
UWW,Aurora Spartans,Personnel grouping type,Small / shooting five (no true big),2,1,2,2.0,1.0,1.12,1,1,100.0,0,0,1,0,Mauryon Turner,2,5 Out,,,0,Half court,Small / shooting five (no true big),Early clock (0-9 sec used),Leading by 10+,Man-to-Man,TRAN | 5 OUT : M2M D,WWW@RIP,Offense
UWW,Aurora Spartans,Game situation,"Clutch (last 5 min, margin ≤ 8)",1,1,1,3.0,3.0,1.12,1,1,100.0,1,1,0,0,Luke Bara,1,,,,0,Half court,3G-2W,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,FLOW: M2M,WWW@STC,Offense
UWW,Aurora Spartans,Game situation,Leading by 10+,74,3,74,99.0,1.34,1.12,36,57,63.2,14,28,8,8,Brock Marino,11,5 Out,Down Screen,Wing,1,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,Man-to-Man,TRAN | FLOW: M2M D | Tran,EC@WWW WWW@RIP WWW@STC,Offense
UWW,Aurora Spartans,Game situation,Trailing by 10+,9,2,9,9.0,1.0,1.12,1,6,16.7,0,2,0,3,Kelton Mcewen,3,SLOB,Ball Screen,,0,Half court,3G-2W,Early clock (0-9 sec used),Trailing by 10+,Man-to-Man,FLOW:M2M PRESS | ATO SLOB: M2M | TRAN:M2M PRESS,WWW@RIP WWW@STC,Offense
UWW,Aurora Spartans,Shot clock,Early clock (0-9 sec used),158,3,158,192.0,1.22,1.12,59,106,55.7,22,44,23,23,Brock Marino,24,5 Out,Flare,Right Side,2,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,Man-to-Man,TRAN | Tran | Flow: M2M Press,EC@WWW WWW@RIP WWW@STC,Offense
UWW,Aurora Spartans,Shot clock,Late clock (20+ sec used),10,3,10,5.0,0.5,1.12,2,8,25.0,1,5,2,0,Jr Lukenbill,3,5 Out,Ball Screen,,0,Half court,3G-2W,Late clock (20+ sec used),Leading by 10+,Man-to-Man,5 Out- M2M: Drop+Press | 5 Out- M2M | Panther: M2M,EC@WWW WWW@RIP WWW@STC,Offense
UWW,Aurora Spartans,Shot clock,Organized offense (10-19 sec used),34,3,34,32.0,0.94,1.12,10,24,41.7,5,14,6,3,Collin Madson,6,5 Out,Curl,,0,Half court,3G-2W,Organized offense (10-19 sec used),Leading by 10+,Man-to-Man,TRAN | Tran | TRAN: M2M,EC@WWW WWW@RIP WWW@STC,Offense
UWW,Aurora Spartans,Defense faced,2-3 Zone,6,1,6,8.0,1.33,1.12,3,6,50.0,2,2,0,0,Brock Marino,1,BLOB,,,0,BLOB,3G-2W,Early clock (0-9 sec used),Leading by 10+,2-3 Zone,BLOB-LINE: 2-3 ZONE | FLOW: 2-3 ZONE | FLOW:2-3 ZONE,EC@WWW,Offense
UWW,Aurora Spartans,Defense faced,Man-to-Man,146,3,138,153.0,1.11,1.12,49,94,52.1,22,47,25,24,Collin Madson,27,5 Out,Curl,Right Side,2,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,Man-to-Man,FLOW: M2M D | Flow: M2M Press | TRAN: M2M,EC@WWW WWW@RIP WWW@STC,Offense
UWW,Aurora Spartans,Ball screen coverage faced,Deny,1,1,1,3.0,3.0,1.12,1,1,100.0,1,1,0,0,Brock Marino,1,,,,0,Half court,3G-2W,Early clock (0-9 sec used),,Man-to-Man,Flow: M2M: Deny,WWW@STC,Offense
UWW,Aurora Spartans,Ball screen coverage faced,Drop,13,3,9,15.0,1.67,1.12,6,9,66.7,3,4,1,3,Brock Marino,4,5 Out,Ball Screen,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,Man-to-Man,5 Out: M2M: Drop+Press | Slob: M2M: Drop | 5 Out- M2M: Drop+Press,EC@WWW WWW@RIP WWW@STC,Offense
UWW,Aurora Spartans,Ball screen coverage faced,Hedge,2,1,2,2.0,1.0,1.12,0,1,0.0,0,1,0,1,Darius Chestnut,1,Motion / no set,Ball Screen,,0,Half court,3G-2W,Early clock (0-9 sec used),,Man-to-Man,Twins: Press: Hedge BS | 5 OUT-FLAIR-BS: M2M HEDGE,WWW@STC,Offense
UWW,Aurora Spartans,Ball screen coverage faced,Ice,4,2,4,5.0,1.25,1.12,2,4,50.0,1,3,0,0,Collin Madson,1,5 Out,Down Screen,Wing,2,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,Man-to-Man,FLOW: M2M PRESS- ICE | 5 OUT- PASS 5-DS-PASS WING-BS: M2M D- ICE | 5 OUT- PASS 5- PASS WING- BS: M2M- ICE,EC@WWW WWW@STC,Offense
UWW,Aurora Spartans,Ball screen coverage faced,Jam,1,1,1,3.0,3.0,1.12,1,1,100.0,1,1,0,0,Isaac Verges,1,5 Out,Curl,,0,Half court,3G-2W,Early clock (0-9 sec used),,Man-to-Man,5 OUT-PASS-CURL- BS: M2M D- JAM,EC@WWW,Offense
UWW,Aurora Spartans,Ball screen coverage faced,Soft Hedge,5,1,5,5.0,1.0,1.12,2,3,66.7,1,1,2,0,Austin Ambrose,2,5 Out,DHO,Right Side,1,Half court,3G-2W,Organized offense (10-19 sec used),Leading by 10+,Man-to-Man,5 OUT-DHO : M2M- SOFT HEDGE | 5 OUT BS- RICKY- M2M D SOFT HEDGE | 5 OUT- DHO- PASS-FLAIR- RS BS: M2M D SOFT HEDGE,WWW@RIP,Offense
UWW,Aurora Spartans,Ball screen coverage faced,Switch,9,2,9,6.0,0.67,1.12,2,6,33.3,0,0,2,1,Collin Madson,3,5 Out,Ball Screen,Right Side,1,Half court,3G-2W,Early clock (0-9 sec used),,Man-to-Man,FLOW: M2M PRESS- SWITCH | SNAP: M2M SWITCH | 5 OUT: M2M-SWITCH,WWW@RIP WWW@STC,Offense
UWW,Aurora Spartans,Ball screen coverage faced,Switch | Ice,1,1,1,0.0,0.0,1.12,0,1,0.0,0,1,0,0,Kelton Mcewen,1,Motion / no set,Ball Screen,,0,Half court,3G-2W,Late clock (20+ sec used),Trailing by 10+,Man-to-Man,FLOW: BS- SWITCH- ICE:M2M PRES,WWW@STC,Offense
UWW,Aurora Spartans,Play call,ATO (unspecified),3,2,3,2.0,0.67,0.91,0,1,0.0,0,1,1,0,Angel Johnson,1,ATO,,,0,ATO,3G-2W,Early clock (0-9 sec used),,,UWW M2M: ATO | UWW D- M2M- ATO,WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Play call,BLOB,21,3,19,10.0,0.53,0.91,4,14,28.6,0,3,5,2,Angel Johnson,3,BLOB,,,0,BLOB,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M D: BLOB | UWW M2M- BLOB | UWW M2M: BLOB,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Play call,SLOB,7,2,7,7.0,1.0,0.91,3,5,60.0,1,2,2,0,CJ Brown,2,SLOB,,,0,SLOB,3G-2W,Late clock (20+ sec used),Leading by 10+,,UWW M2M- SLOB | SLOB: UWW M2MD | UWW M2M D: SLOB,EC@WWW WWW@RIP,Defense
UWW,Aurora Spartans,Series,ATO,3,2,3,2.0,0.67,0.91,0,1,0.0,0,1,1,0,Angel Johnson,1,ATO,,,0,ATO,3G-2W,Early clock (0-9 sec used),,,UWW M2M: ATO | UWW D- M2M- ATO,WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Series,BLOB,21,3,19,10.0,0.53,0.91,4,14,28.6,0,3,5,2,Angel Johnson,3,BLOB,,,0,BLOB,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M D: BLOB | UWW M2M- BLOB | UWW M2M: BLOB,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Series,SLOB,7,2,7,7.0,1.0,0.91,3,5,60.0,1,2,2,0,CJ Brown,2,SLOB,,,0,SLOB,3G-2W,Late clock (20+ sec used),Leading by 10+,,UWW M2M- SLOB | SLOB: UWW M2MD | UWW M2M D: SLOB,EC@WWW WWW@RIP,Defense
UWW,Aurora Spartans,Situation,ATO,3,2,3,2.0,0.67,0.91,0,1,0.0,0,1,1,0,Angel Johnson,1,ATO,,,0,ATO,3G-2W,Early clock (0-9 sec used),,,UWW M2M: ATO | UWW D- M2M- ATO,WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Situation,BLOB,21,3,19,10.0,0.53,0.91,4,14,28.6,0,3,5,2,Angel Johnson,3,BLOB,,,0,BLOB,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M D: BLOB | UWW M2M- BLOB | UWW M2M: BLOB,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Situation,Half court,198,3,172,163.0,0.95,0.91,55,126,43.7,19,49,39,28,Seth Bunders,19,,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M | UWW M2M D,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Situation,SLOB,7,2,7,7.0,1.0,0.91,3,5,60.0,1,2,2,0,CJ Brown,2,SLOB,,,0,SLOB,3G-2W,Late clock (20+ sec used),Leading by 10+,,UWW M2M- SLOB | SLOB: UWW M2MD | UWW M2M D: SLOB,EC@WWW WWW@RIP,Defense
UWW,Aurora Spartans,Finish type,Cut,7,3,7,14.0,2.0,0.91,5,5,100.0,0,0,0,2,Garret Rodgers,2,BLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M | UWW M2M D | UWW M2M PRESS,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Finish type,Hand Off,9,3,9,4.0,0.44,0.91,2,9,22.2,0,2,0,0,Seth Bunders,2,BLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | M2M | UWW M2M- TRAN,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Finish type,ISO,30,3,30,27.0,0.9,0.91,10,24,41.7,3,9,3,3,Angel Johnson,5,BLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M | UWW M2M D,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Finish type,No Play Type,17,3,17,0.0,0.0,0.91,0,0,,0,0,17,0,Seth Bunders,2,BLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M Press | UWW M2M D,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Finish type,Non Possession,28,3,0,0.0,,0.91,0,0,,0,0,13,15,Max Richardson,4,BLOB,,,0,Half court,,,,,UWW M2M PRESS | UWW M2M | UWW M2M D,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Finish type,Off Screen,15,3,15,15.0,1.0,0.91,5,11,45.5,1,5,2,1,Seth Bunders,3,BLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M | UWW M2M PRESS | UWW M2M D,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Finish type,Offensive Rebound,2,2,2,0.0,0.0,0.91,0,1,0.0,0,0,1,0,Nicholas Buffalo,1,,,,0,Half court,3G-2W,Early clock (0-9 sec used),,,Nicholas Buffalo | Kolby Williams,WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Finish type,P&R Ball Handler,50,3,50,37.0,0.74,0.91,13,41,31.7,5,16,6,2,Seth Bunders,10,SLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M D | UWW M2M PRESS | UWW M2M,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Finish type,Post-Up,17,3,17,14.0,0.82,0.91,3,12,25.0,0,0,1,2,Garret Rodgers,5,BLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M | UWW M2M D | UWW M2M PRESS,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Finish type,Spot-Up,25,3,25,35.0,1.4,0.91,11,21,52.4,8,15,2,1,Michael Asman,3,,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M | UWW M2M PRESS | UWW M2M D,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Finish type,Transition,29,3,29,36.0,1.24,0.91,13,22,59.1,3,8,2,4,Jaxson Provost,5,,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,TRAN | UWW M2M PRESS | Tran,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Agape Keyes Jr., Isaiah Robinson, Kelton McEwen, Mauryon Turner, Rashad Rogers",3,1,3,2.0,0.67,0.91,0,1,0.0,0,1,1,1,Anton Kilde,1,,,,0,Half court,Small / shooting five (no true big),Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS,WWW@RIP,Defense
UWW,Aurora Spartans,Personnel grouping,"Agape Keyes Jr., Isaiah Robinson, Mikey Wildes, Rashad Rogers, Trent Grunewald",4,1,4,2.0,0.5,0.91,1,4,25.0,0,1,0,0,Amare Brokemond,3,,,,0,Half court,4G-1W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M D-TRAN | UWW M2M PRES,EC@WWW,Defense
UWW,Aurora Spartans,Personnel grouping,"Agape Keyes Jr., Isaiah Robinson, Rashad Rogers, Trent Grunewald, Tristian Lynch",5,1,5,8.0,1.6,0.91,2,2,100.0,2,2,1,2,Andrew Wells,2,,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M D- DLOB | UWW M2M: TRAN,EC@WWW,Defense
UWW,Aurora Spartans,Personnel grouping,"Austin Ambrose, Collin Madson, Darius Chestnut, JR Lukenbill, Joey Berezowitz",1,1,1,0.0,0.0,0.91,0,1,0.0,0,0,0,0,Jarton Davis,1,,,,0,Half court,3G-2W,Early clock (0-9 sec used),,,UWW M2M PRESS,WWW@RIP,Defense
UWW,Aurora Spartans,Personnel grouping,"Austin Ambrose, Collin Madson, Darius Chestnut, Jake Quast, Joey Berezowitz",2,1,2,2.0,1.0,0.91,1,2,50.0,0,0,0,0,CJ Brown,1,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,UWW M2M D,WWW@RIP,Defense
UWW,Aurora Spartans,Personnel grouping,"Austin Ambrose, Collin Madson, Darius Chestnut, Joey Berezowitz, Richie Warren",2,1,2,0.0,0.0,0.91,0,0,,0,0,2,0,Seth Bunders,2,BLOB,,,0,BLOB,3G-2W,Early clock (0-9 sec used),,,UWW M2M: BLOB | UWW M2M,WWW@RIP,Defense
UWW,Aurora Spartans,Personnel grouping,"Austin Ambrose, Darius Chestnut, JR Lukenbill, Jake Quast, Joey Berezowitz",4,1,4,5.0,1.25,0.91,1,2,50.0,0,1,1,0,Jarton Davis,1,,,,0,Half court,3G-2W,Early clock (0-9 sec used),,,UWW M2M | UWW M2M D | UWW M2M PRESS,WWW@RIP,Defense
UWW,Aurora Spartans,Personnel grouping,"Austin Ambrose, Darius Chestnut, Jake Quast, Joey Berezowitz, Richie Warren",5,1,5,4.0,0.8,0.91,1,2,50.0,0,1,2,1,CJ Brown,1,SLOB,,,0,SLOB,3G-2W,Late clock (20+ sec used),Leading by 10+,,SLOB: UWW M2MD | UWW M2M D: SLOB | UWW M2M SLOB,WWW@RIP,Defense
UWW,Aurora Spartans,Personnel grouping,"Austin Ambrose, Isaiah Robinson, Kelton McEwen, Trent Grunewald, Tristian Lynch",5,1,5,3.0,0.6,0.91,1,2,50.0,0,0,2,1,Nicholaus Harris-Huntley,2,BLOB,,,0,BLOB,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M D- BLOB | UWW M2M D-BLOB,EC@WWW,Defense
UWW,Aurora Spartans,Personnel grouping,"Austin Ambrose, JR Lukenbill, Jake Quast, Joey Berezowitz, Richie Warren",4,1,4,7.0,1.75,0.91,3,3,100.0,0,0,0,1,Reyce Allen,2,,,,0,Half court,2G-3W,Early clock (0-9 sec used),,,UWW M2M | UWW M2M D,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, Darius Chestnut, Isaac Verges, JR Lukenbill",12,1,12,9.0,0.75,0.91,3,9,33.3,1,4,2,1,Seth Bunders,6,BLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M D | UWW M2M PRESS | UWW M2M BLOB,WWW@RIP,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, Darius Chestnut, Isaac Verges, Jake Quast",2,1,2,2.0,1.0,0.91,0,1,0.0,0,0,0,0,Jack Field,1,,,,0,Half court,4G-1W,Late clock (20+ sec used),,,UWW M2M D,WWW@RIP,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, Darius Chestnut, Isaac Verges, Richie Warren",3,1,3,1.0,0.33,0.91,0,2,0.0,0,1,0,1,Kolby Williams,1,BLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),,,UWW M2M D: BLOB | TRAN: UWW M2M | TRAN,WWW@RIP,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, Darius Chestnut, JR Lukenbill, Joey Berezowitz",1,1,1,3.0,3.0,0.91,1,1,100.0,1,1,0,0,Nathan Kongolo,1,,,,0,Half court,3G-2W,Early clock (0-9 sec used),,,UWW M2M,WWW@STC,Defense
